id,title_fa,title_en,code,parent_id
9507,زنجیر مردانه,MEN Chain,men-chain,9505
9512,دکمه سردست مردانه,MEN Cufflinks,men-cufflinks,9505
9514,کیف سفری و چمدان مردانه,men-luggage,men-luggage,9487
9525,کراوات و پاپیون مردانه,MEN TIES,men-ties,9487
9527,کیف پول مردانه,MEN WALLETS BAGS,men-wallets-bags,9487
9906,کفش روزمره مردانه,Casual Shoes for Men,casual-shoes-for-men,9476
10168,ورزشی مردانه,Men Sports,men-sports,8752
10288,پولوشرت مردانه,Men Polo Shirt,men-polo-shirt,9435
10291,سرهمی مردانه,MEN JUMPSUITS,men-jumpsuits,9435
10305,مجموعه سویشرت مردانه,Men-sweatshirt-collection,men-sweatshirts-collection,11390
10384,لباس محلی مردانه,Men Traditional Garment,men-traditional-garment,10182
10395,کراوات سنتی مردانه,Men Traditional Ties,men-traditional-ties,10372
10398,پاپیون سنتی مردانه,Traditional Men Bow Tie,traditional-men-bow-tie,10372
10403,کفش دست‌دوز مردانه,Men Traditional Shoes,men-traditional-shoes,10384
10404,کلاه سنتی مردانه,Men Traditional Headwear,men-traditional-headwear,10384
10405,پیراهن سنتی مردانه,Men Traditional Shirts,men-traditional-shirts,10384
10406,شال دست‌دوز مردانه,Men Traditional Shawl,men-traditional-shawl,10384
10407,شلوار سنتی مردانه,Men Traditional Pants,men-traditional-pants,10384
10408,جوراب و پاپوش سنتی مردانه,Men Traditional Socks,men-traditional-socks,10384
10409,کیف دست‌دوز مردانه,Men Traditional Bags,men-traditional-bags,10372
10467,گیوه سنتی مردانه,Men Espadrilles traditional,men-espadrilles-traditional,10384
10474,ماسک پارچه‌ای مردانه,Men Cloth Face Mask,men-cloth-face-mask,9487
10500,کفش کالج مردانه,Men Driving Shoes,men-driving-shoes,9476
10591,جلیقه سنتی مردانه,Men Traditional Vest,men-traditional-vest,10384
10592,کمربند دست‌دوز مردانه,Men Traditional Belts,men-traditional-belts,10372
10991,شلوارک راحتی مردانه,Men's Comfort Shorts,mens-comfort-shorts,9442
10992,ساق مردانه,Men's Support,mens-support,9435
11117,عینک مردانه,Men Eyewear,man-eyewear,9487
11118,فریم عینک طبی مردانه,Men Eyewear Frames,men-eyewear-frames,11117
11144,لباس ورزشی مردانه,Men Sportwear,men-sport-wear,6816
11153,پولوشرت ورزشی مردانه,Men Sport Polo Shirt,men-sport-polo-shirt,9457
11154,ست تی‌شرت و شلوارک ورزشی مردانه,Men Sport Set,men-sport-set,9457
11233,پافر مردانه,Men Puffer Vest,men-puffer-vest,9449
11383,هودی مردانه,Men-hoodie,men-hoodie,9435
11384,هودی چاپی مردانه,Men-print-hoodie,men-print-hoodie,11383
11385,سویشرت چاپی مردانه,Men print sweatshirt,men-print-sweatshirt,11390
11681,گن مردانه,MENS SHAPEWEAR,men-shapewear,9469
6824,جوراب ورزشی زنانه,جوراب ورزشی زنانه,women-socks,9334
8753,زنانه,Women Clothing,womens-apparel,8749
9282,لباس زنانه,Women Clothing,women-clothing,8753
9283,پوشش اسلامی,WOMEN ISLAMICWEAR,women-islamicwear,9282
9285,کت، جلیقه و ست رسمی زنانه,WOMEN BLAZERS & SUITS,women-blazers-and-suits,9282
9289,جلیقه رسمی زنانه,Women formal Vest,women-vest--,9285
9291,کت رسمی زنانه,Women formal jackets,women-jacket-,9285
9294,پیراهن و لباس مجلسی زنانه,WOMEN DRESSES,women-dresses,9282
9295,لباس خواب و راحتی زنانه,Women Homewear,women-homewear,9282
9298,تاپ و تی‌شرت راحتی زنانه,WOMEN Homewear Tops & T-shirts,women-homewear-tops-and-t-shirts,9295
9299,شلوار راحتی زنانه,WOMEN Homewear Bottom,women-homewear-bottom,9295
9301,چادر,WOMEN Chador,women-chador,9283
9302,مقنعه و پوشیه,Women Scarf And Burka,women-scarf-and-burka,9283
9303,شلوار جین زنانه,WOMEN JEANS,women-jeans,9282
9304,ژاکت و پلیور زنانه,Women Sweater and pullover,women-knitwear,9282
9305,لباس بارداری,Women Maternity,women-maternity,9282
9306,پیراهن و لباس مجلسی بارداری,WOMEN Maternity Dress,women-maternity-dress,9305
9307,شلوار و سرهمی بارداری,WOMEN Maternity Trousers & Jumpsuits,women-maternity-trousers-and-jumpsuits,9305
9308,تی شرت و پولوشرت بارداری,WOMEN Maternity T-Shirts & Polos,women-maternity-t-shirts-and-polos,9305
9309,لباس راحتی بارداری,WOMEN Maternity Pajamas,women-maternity-pajamas,9305
9311,بلوز و شومیز بارداری,WOMEN Maternity Shirts,women-maternity-shirts,9305
9312,دامن بارداری,WOMEN Maternity Skirts,women-maternity-skirts,9305
9314,لباس زیر بارداری,WOMEN Maternity Underwear,women-maternity-underwear,9305
9315,پالتو، بارانی و کاپشن زنانه,Women Outerwear,women-outwear,9282
9316,پالتو زنانه,WOMEN Coat,women-coat-,9315
9317,کت چرم زنانه,WOMEN Leather Outwear,women-leather-outwear,9315
9318,کت پاییزه و زمستانه زنانه,WOMEN autumn and winter Light Jacket,women-light-jacket,9315
9320,جلیقه پاییزه و زمستانه زنانه,WOMEN autumn and winter Outwear Vest,women-outwear-vest,9315
9321,کاپشن زنانه,WOMEN Warm Jacket,women-warm-jacket,9315
9322,بلوز و شومیز زنانه,WOMEN SHIRTS,women-shirts,9282
9323,بلوز زنانه,WOMEN Blouse,women-blouse,9322
9324,ست لباس زیر زنانه,Women Underwear Set,women-underwear-set-,9337
9325,شومیز زنانه,WOMEN Shirt,women-shirt,9322
9326,تاپ و نیم تنه زنانه,WOMEN TOPS AND CROP TOPS,women-tops-and-croptops,9282
9328,شلوارک زنانه,WOMEN SHORTS,women-shorts-,9282
9330,دامن زنانه,WOMEN SKIRTS,women-skirts,9282
9333,جوراب و ساق زنانه,Women Socks,women-socks-and-tights,9282
9334,لباس ورزشی زنانه,Women Sportwear,women-sportwear,9282
9335,مجموعه هودی زنانه,Women hoodies collection,women-hoodies-collection,11391
9337,لباس زیر زنانه,Women-Underwear,women-underwear,9282
9339,بادی راحتی زنانه,WOMEN Bodysuit,women-bodysuit,9337
9340,سوتین زنانه,Women-Bra,women-bra,9337
9342,گن زنانه,Women Shapewear,women-shapewear,9337
9345,شورت زنانه,Women Underwear Bottom,women-underwear-bottom,9337
9346,شلوار زنانه,WOMEN TROUSERS,women-trousers,9282
9347,تی شرت زنانه,WOMEN TEE-SHIRTS,women-tee-shirts,9282
9348,لباس شنا زنانه,WOMENSWIMWEAR,women-swimwear,9334
9349,بادی زنانه,Women Bodysuit,women-bodysuit-,9322
9355,لباس زیر ورزشی زنانه,WOMEN Sport Underwear,women-sport-underwear,9334
9356,شلوار و سرهمی ورزشی زنانه,WOMEN Sport Trousers & Jumpsuits,women-sport-trousers-and-jumpsuits,9334
9357,تی شرت ورزشی زنانه,WOMEN Sport T-Shirts,women-sport-t-shirts-and-polos,9334
9358,تاپ و نیم تنه ورزشی زنانه,WOMEN Sport Tops,women-sport-tops,9334
9359,کاپشن و جلیقه ورزشی زنانه,WOMEN Sport Outwear,women-sport-outwear,9334
9360,شلوارک ورزشی زنانه,Women Sport Shorts,women-sport-shorts,9334
9361,دامن و پیراهن ورزشی زنانه,Women Sport Skirt,women-sport-skirt,9334
9362,سویشرت و هودی ورزشی زنانه,WOMEN Sport Sweatshirts & Hoodies,women-sport-sweatshirts-and-hoodies,9334
9365,کفش زنانه,Women Shoes,women-shoes,8753
9366,نیم بوت زنانه,WOMEN ANKLE BOOTS,women-ankle-boots,9365
9367,بوت زنانه,Women Boots,women-boots,9365
9368,گیوه زنانه,Women Espadrilles,women-espadrilles,9365
9369,کفش تخت زنانه,WOMEN FLAT SHOES,women-flat-shoes,9365
9370,دمپایی لاانگشتی زنانه,Women Flip Flops,women-flip-flops,9365
9371,کفش پاشنه دار زنانه,Women Heeled Shoes,women-heeled-shoes,9365
9372,بوت ساق بلند زنانه,Women High Boots,women-high-boots,9365
9373,صندل زنانه,Women Sandals,women-sandals,9365
9374,ست کیف و کفش زنانه,Women Bag and Shoes Set,women-bag-and-shoes-set,9365
9375,مانتو و شلوار زنانه,Women Mantou and Pant,women-mantou-and-pant,9283
9376,دمپایی زنانه,Women Slippers,women-slippers,9365
9378,کفش ورزشی زنانه,Women Sport Shoes,women-sport-shoes-,9365
9379,کوله پشتی زنانه,Women Backpacks,women-backpacks,9380
9381,کیف زنانه,Women Bags,women-bags,9380
9382,کمربند زنانه,Women Belts,women-belts,9380
9383,عینک آفتابی زنانه,Women Eyewear,women-eyewear,11120
9385,دستکش زنانه,Women Gloves and Mittens,women-gloves-and-mittens,9380
9399,سرپوش زنانه,WOMEN HEADWEAR,women-headwear,9380
9401,پابند زنانه,WOMEN Anklet,women-anklet,9400
9403,گل سینه زنانه,WOMEN Brooch,women-brooch,9400
9404,زنجیر زنانه,WOMEN Chain,women-chain,9400
9405,گوشواره زنانه,WOMEN Earrings,women-earrings,9400
9415,شال و روسری زنانه,WOMEN SCARVES,women-scarves,9380
9429,کراوات و پاپیون زنانه,WOMEN TIES,women-ties,9380
9431,کیف پول و کیف لوازم آرایش زنانه,WOMEN WALLETS & COSMETIC BAGS,women-wallets-and-cosmetic-bags,9380
9496,لباس خواب زنانه,Women Homewear Set,women-homewear-sets-,9295
9841,جوراب زنانه,WOMEN Socks,women-socks-,9333
9842,جوراب شلواری زنانه,WOMEN Stockings,women-stockings,9333
9843,ساق زنانه,WOMEN Tights,women-tights,9333
9890,پوشش اسلامی,WOMEN ISLAMICWEAR,girl-islamicwear,9626
9892,مقنعه و پوشیه دخترانه,Women Scarf And Burka,girl-scarf-and-burka,9890
9908,کفش روزمره زنانه,Casual Shoes for Women,casual-shoes-for-women,9365
10097,لگینگ زنانه,Women Legging,women-legging,9282
10155,بارانی زنانه,Women Raincoat,women-raincoat,9315
10169,ورزشی زنانه,Women Sports,women-sports,8753
10287,تونیک زنانه,Women Tunics,women-tunic,9282
10306,مجموعه سویشرت زنانه,women sweatshirt collection,women-sweatshirts-collection,11394
10385,لباس محلی زنانه,Women Traditional Garment,women-traditional-garment,10182
10386,کفش سنتی زنانه,Women Traditional Shoes,women-traditional-shoes,10385
10387,کلاه سنتی زنانه,Women Traditional Headwear,women-traditional-headwear,10385
10388,بلوز سنتی زنانه,Women Traditional Shirts,women-traditional-shirts,10385
10389,شال و روسری سنتی زنانه,Women Traditional Scarves,women-traditional-scarves,10385
10390,پانچو سنتی زنانه,Women Traditional Poncho,women-traditional-poncho,10385
10391,شلوار سنتی زنانه,Women Traditional Pants,women-traditional-pants,10385
10392,جوراب و پاپوش سنتی زنانه,Women Traditional Socks,women-traditional-socks,10385
10393,گوشواره دست‌ساز زنانه,Women Traditional Earrings,women-traditional-earrings,10374
10394,کیف سنتی زنانه,Women Traditional Bags,women-traditional-bags,10373
10397,تل مو دست ساز زنانه,Traditional Women Hair Band,traditional-women-hair-band,10373
10411,کراوات دست‌دوز زنانه,Women Traditional Ties,women-traditional-ties,10373
10412,پاپیون دست‌دوز زنانه,Traditional Women Bow Tie,traditional-women-bow-tie,10373
10449,مانتو سنتی زنانه,Women Traditional Manteau,women-traditional-manteau,10385
10450,پابند دست‌ساز زنانه,Women Traditional Anklet,women-traditional-anklet,10374
10451,سنجاق سینه دست‌ساز,Women Traditional Brooch,women-traditional-brooch,10374
10452,برقع سنتی زنانه,Women Burqa,women-burqa,10385
10465,گیوه سنتی زنانه,Women Espadrilles traditional,women-espadrilles-traditional,10385
10468,تاپ سنتی زنانه,women traditional Tops,women-traditional-tops,10385
10469,تی شرت سنتی زنانه,women traditional T-Shirt,women-traditional-t-shirt,10385
10473,ماسک پارچه‌ای زنانه,Women Cloth Face Mask,women-cloth-face-mask,9380
10501,کفش کالج زنانه,Women Boat Shoes,women-boat-shoes,9365
10590,جلیقه سنتی زنانه,Women Traditional Vest,women-traditional-vest,10385
10593,کمربند دست‌دوز زنانه,Women Traditional Belts,women-traditional-belts,10373
10989,پولوشرت زنانه,Women Polo Shirt,women-polo-shirt,9282
10993,مانتو، وست و رویه زنانه,manto,women-manto,9283
10994,وست زنانه,Women West,women-west,10993
10995,مانتو کتی زنانه,Womens Coat Manto,women-coat-manto,10993
11120,عینک زنانه,Women Eyewear,woman-eyewear,9380
11121,فریم عینک طبی زنانه,Women Eyewear Frames,women-eyewear-frames,11120
11145,لباس ورزشی زنانه,Women Sportwear,women-sport-wear,6816
11150,لگینگ ورزشی زنانه,Women Sport Leggings,women-sport-leggings,9334
11152,پولوشرت ورزشی زنانه,Women Sport Polo Shirt,women-sport-polo-shirt,9334
11222,پافر زنانه,Women Puffer Vest,women-puffer-vest,9315
11236,ست لباس روزمره زنانه,Women casual clothing set,women-casual-clothing-set,9282
11373,سرهمی زنانه,WOMEN JUMPSUITS,women-jumpsuits,9282
11391,هودی زنانه,Women Hoodies,women-hoodie,9282
11392,هودی چاپی زنانه,Women print hoodies,women-print-hoodies,11391
11394,سویشرت زنانه,women sweatshirts,womens-sweatshirts,9282
11395,سویشرت چاپی زنانه,Women print sweatshirt,women-print-sweatshirt,11394
8753,زنانه,Women Clothing,womens-apparel,8749
9282,لباس زنانه,Women Clothing,women-clothing,8753
9435,لباس مردانه,Men Clothing,men-clothing,8752
9531,زنانه و مردانه,Uni Clothing,uni-clothing,8749
9625,دخترانه,Girls Clothing,girls-clothing,8754
9748,پسرانه,Boys clothing,boys-clothing,8754
9870,لباس موتورسواری,Motorcyclists Clothing,motorcyclists-clothing,11147
10182,لباس سنتی و محلی,Traditional and Local Clothing,rural-clothing,10173
10479,پوشاک بچگانه,Kids Traditional Clothing,kids-traditional-clothing,10182
10649,نگهدارنده لباس و لوازم,Clothing and Accessories Holder,clothing-accessories-holder,8299
10662,لباس و پوشش غواصی,Diving Suits and Clothing,diving-suits-and-clothing,8592
11236,ست لباس روزمره زنانه,Women casual clothing set,women-casual-clothing-set,9282
9352,شال زنانه و مردانه,Uni Shawl,uni-shawl,9534
9531,زنانه و مردانه,Uni Clothing,uni-clothing,8749
9532,کفش زنانه و مردانه,Uni Shoes,uni-shoes,9531
9535,کوله پشتی زنانه و مردانه,UNI BACKPACKS,uni-backpacks,9534
9536,کیف زنانه و مردانه,UNI BAGS,uni-bags,9534
9539,سرپوش زنانه و مردانه,UNI HEADWEAR,uni-headwear,9534
9556,کیف پول زنانه و مردانه,UNI WALLETS BAGS,uni-wallets-bags,9534
9925,جوراب زنانه و مردانه,Uni Socks,uni-socks,9534
9927,دستکش زنانه و مردانه,Uni Gloves,uni-gloves,934
9954,کفش ورزشی زنانه و مردانه,Uni Sport Shoes,uni-sport-shoes,9532
10012,دخترانه و پسرانه,Uni Kids Fashion,uni-kids,8754
10012,دخترانه و پسرانه,Uni Kids Fashion,uni-kids,8754
10364,ماسک پارچه‌ای بچگانه,Kids Cloth Face Mask,kids-face-masks,11023
10479,پوشاک بچگانه,Kids Traditional Clothing,kids-traditional-clothing,10182
